model,dataset,split,rmse,mae,r2,inversed,model_path
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=2, min_samples_leaf=10)",hot,train,82.6661,49.8746,0.8,False,../models/rf_200_estimators_30_depth_2_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=2, min_samples_leaf=10)",hot,val,99.4626,60.2867,0.7116,False,../models/rf_200_estimators_30_depth_2_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=2, min_samples_leaf=10)",hot,test,99.8426,61.558,0.7136,False,../models/rf_200_estimators_30_depth_2_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=2, min_samples_leaf=20)",hot,train,93.1796,57.2287,0.7459,False,../models/rf_200_estimators_30_depth_2_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=2, min_samples_leaf=20)",hot,val,102.9993,63.1313,0.6907,False,../models/rf_200_estimators_30_depth_2_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=2, min_samples_leaf=20)",hot,test,103.3257,64.2085,0.6932,False,../models/rf_200_estimators_30_depth_2_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=10, min_samples_leaf=1)",hot,train,54.2124,32.591,0.914,False,../models/rf_200_estimators_30_depth_10_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=10, min_samples_leaf=1)",hot,val,91.8568,54.7764,0.754,False,../models/rf_200_estimators_30_depth_10_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=10, min_samples_leaf=1)",hot,test,92.159,56.0185,0.7559,False,../models/rf_200_estimators_30_depth_10_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=10, min_samples_leaf=5)",hot,train,68.3435,39.9739,0.8633,False,../models/rf_200_estimators_30_depth_10_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=10, min_samples_leaf=5)",hot,val,95.6256,57.216,0.7334,False,../models/rf_200_estimators_30_depth_10_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=10, min_samples_leaf=5)",hot,test,96.456,58.6231,0.7327,False,../models/rf_200_estimators_30_depth_10_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=10, min_samples_leaf=10)",hot,train,82.749,49.8923,0.7996,False,../models/rf_200_estimators_30_depth_10_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=10, min_samples_leaf=10)",hot,val,99.4655,60.1901,0.7116,False,../models/rf_200_estimators_30_depth_10_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=10, min_samples_leaf=10)",hot,test,99.9567,61.6272,0.7129,False,../models/rf_200_estimators_30_depth_10_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=10, min_samples_leaf=20)",hot,train,93.1153,57.1629,0.7463,False,../models/rf_200_estimators_30_depth_10_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=10, min_samples_leaf=20)",hot,val,102.9156,63.0274,0.6912,False,../models/rf_200_estimators_30_depth_10_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=10, min_samples_leaf=20)",hot,test,103.1765,64.1193,0.6941,False,../models/rf_200_estimators_30_depth_10_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=20, min_samples_leaf=1)",hot,train,68.8029,42.2616,0.8615,False,../models/rf_200_estimators_30_depth_20_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=20, min_samples_leaf=1)",hot,val,95.3311,57.6785,0.7351,False,../models/rf_200_estimators_30_depth_20_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=20, min_samples_leaf=1)",hot,test,95.6346,58.9496,0.7372,False,../models/rf_200_estimators_30_depth_20_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=20, min_samples_leaf=5)",hot,train,76.9858,46.1423,0.8265,False,../models/rf_200_estimators_30_depth_20_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=20, min_samples_leaf=5)",hot,val,97.8378,59.0324,0.7209,False,../models/rf_200_estimators_30_depth_20_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=20, min_samples_leaf=5)",hot,test,98.0793,60.1281,0.7236,False,../models/rf_200_estimators_30_depth_20_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=20, min_samples_leaf=10)",hot,train,82.7224,49.8787,0.7997,False,../models/rf_200_estimators_30_depth_20_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=20, min_samples_leaf=10)",hot,val,99.4686,60.2569,0.7116,False,../models/rf_200_estimators_30_depth_20_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=20, min_samples_leaf=10)",hot,test,100.0868,61.6663,0.7122,False,../models/rf_200_estimators_30_depth_20_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=20, min_samples_leaf=20)",hot,train,93.1389,57.2182,0.7461,False,../models/rf_200_estimators_30_depth_20_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=20, min_samples_leaf=20)",hot,val,102.9959,63.1234,0.6907,False,../models/rf_200_estimators_30_depth_20_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=20, min_samples_leaf=20)",hot,test,103.252,64.1162,0.6937,False,../models/rf_200_estimators_30_depth_20_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=30, min_samples_leaf=1)",hot,train,76.6828,47.4733,0.8279,False,../models/rf_200_estimators_30_depth_30_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=30, min_samples_leaf=1)",hot,val,97.3346,59.315,0.7238,False,../models/rf_200_estimators_30_depth_30_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=30, min_samples_leaf=1)",hot,test,97.6681,60.5998,0.7259,False,../models/rf_200_estimators_30_depth_30_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=30, min_samples_leaf=5)",hot,train,82.3715,50.0284,0.8014,False,../models/rf_200_estimators_30_depth_30_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=30, min_samples_leaf=5)",hot,val,99.1116,60.2222,0.7136,False,../models/rf_200_estimators_30_depth_30_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=30, min_samples_leaf=5)",hot,test,99.6878,61.4849,0.7144,False,../models/rf_200_estimators_30_depth_30_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=30, min_samples_leaf=10)",hot,train,86.2747,52.4618,0.7822,False,../models/rf_200_estimators_30_depth_30_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=30, min_samples_leaf=10)",hot,val,100.4183,61.0862,0.706,False,../models/rf_200_estimators_30_depth_30_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=30, min_samples_leaf=10)",hot,test,100.8793,62.3541,0.7076,False,../models/rf_200_estimators_30_depth_30_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=30, min_samples_leaf=20)",hot,train,93.0744,57.171,0.7465,False,../models/rf_200_estimators_30_depth_30_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=30, min_samples_leaf=20)",hot,val,102.9617,63.0579,0.6909,False,../models/rf_200_estimators_30_depth_30_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=30, min_samples_split=30, min_samples_leaf=20)",hot,test,103.2407,64.1773,0.6937,False,../models/rf_200_estimators_30_depth_30_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=2, min_samples_leaf=1)",hot,train,31.9562,18.9168,0.9701,False,../models/rf_200_estimators_40_depth_2_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=2, min_samples_leaf=1)",hot,val,87.8583,51.1513,0.775,False,../models/rf_200_estimators_40_depth_2_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=2, min_samples_leaf=1)",hot,test,87.8546,52.2241,0.7782,False,../models/rf_200_estimators_40_depth_2_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=2, min_samples_leaf=5)",hot,train,68.2954,39.9455,0.8635,False,../models/rf_200_estimators_40_depth_2_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=2, min_samples_leaf=5)",hot,val,95.4615,57.0723,0.7343,False,../models/rf_200_estimators_40_depth_2_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=2, min_samples_leaf=5)",hot,test,96.0125,58.4315,0.7351,False,../models/rf_200_estimators_40_depth_2_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=2, min_samples_leaf=10)",hot,train,82.7082,49.8903,0.7998,False,../models/rf_200_estimators_40_depth_2_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=2, min_samples_leaf=10)",hot,val,99.7111,60.3509,0.7101,False,../models/rf_200_estimators_40_depth_2_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=2, min_samples_leaf=10)",hot,test,99.9311,61.6069,0.713,False,../models/rf_200_estimators_40_depth_2_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=2, min_samples_leaf=20)",hot,train,93.1616,57.1972,0.746,False,../models/rf_200_estimators_40_depth_2_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=2, min_samples_leaf=20)",hot,val,102.9721,63.1318,0.6909,False,../models/rf_200_estimators_40_depth_2_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=2, min_samples_leaf=20)",hot,test,103.2972,64.1334,0.6934,False,../models/rf_200_estimators_40_depth_2_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=10, min_samples_leaf=1)",hot,train,54.0501,32.4099,0.9145,False,../models/rf_200_estimators_40_depth_10_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=10, min_samples_leaf=1)",hot,val,91.895,54.7779,0.7538,False,../models/rf_200_estimators_40_depth_10_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=10, min_samples_leaf=1)",hot,test,92.1849,55.941,0.7558,False,../models/rf_200_estimators_40_depth_10_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=10, min_samples_leaf=5)",hot,train,68.3273,39.9127,0.8634,False,../models/rf_200_estimators_40_depth_10_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=10, min_samples_leaf=5)",hot,val,95.6738,57.1696,0.7331,False,../models/rf_200_estimators_40_depth_10_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=10, min_samples_leaf=5)",hot,test,96.1452,58.436,0.7344,False,../models/rf_200_estimators_40_depth_10_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=10, min_samples_leaf=10)",hot,train,82.6532,49.8851,0.8001,False,../models/rf_200_estimators_40_depth_10_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=10, min_samples_leaf=10)",hot,val,99.4594,60.2694,0.7116,False,../models/rf_200_estimators_40_depth_10_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=10, min_samples_leaf=10)",hot,test,99.9667,61.6746,0.7128,False,../models/rf_200_estimators_40_depth_10_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=10, min_samples_leaf=20)",hot,train,93.1308,57.2021,0.7462,False,../models/rf_200_estimators_40_depth_10_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=10, min_samples_leaf=20)",hot,val,102.8651,63.0415,0.6915,False,../models/rf_200_estimators_40_depth_10_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=10, min_samples_leaf=20)",hot,test,103.4004,64.2604,0.6928,False,../models/rf_200_estimators_40_depth_10_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=20, min_samples_leaf=1)",hot,train,68.8488,42.2393,0.8613,False,../models/rf_200_estimators_40_depth_20_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=20, min_samples_leaf=1)",hot,val,95.3635,57.6847,0.7349,False,../models/rf_200_estimators_40_depth_20_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=20, min_samples_leaf=1)",hot,test,95.5973,58.8311,0.7374,False,../models/rf_200_estimators_40_depth_20_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=20, min_samples_leaf=5)",hot,train,76.9596,46.1098,0.8267,False,../models/rf_200_estimators_40_depth_20_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=20, min_samples_leaf=5)",hot,val,97.7834,58.9278,0.7212,False,../models/rf_200_estimators_40_depth_20_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=20, min_samples_leaf=5)",hot,test,98.2303,60.2432,0.7227,False,../models/rf_200_estimators_40_depth_20_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=20, min_samples_leaf=10)",hot,train,82.6876,49.8894,0.7999,False,../models/rf_200_estimators_40_depth_20_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=20, min_samples_leaf=10)",hot,val,99.392,60.2185,0.712,False,../models/rf_200_estimators_40_depth_20_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=20, min_samples_leaf=10)",hot,test,99.9094,61.6031,0.7132,False,../models/rf_200_estimators_40_depth_20_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=20, min_samples_leaf=20)",hot,train,93.09,57.1993,0.7464,False,../models/rf_200_estimators_40_depth_20_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=20, min_samples_leaf=20)",hot,val,102.9034,63.0363,0.6913,False,../models/rf_200_estimators_40_depth_20_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=20, min_samples_leaf=20)",hot,test,103.3607,64.2041,0.693,False,../models/rf_200_estimators_40_depth_20_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=30, min_samples_leaf=1)",hot,train,76.6929,47.4358,0.8279,False,../models/rf_200_estimators_40_depth_30_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=30, min_samples_leaf=1)",hot,val,97.4362,59.3808,0.7232,False,../models/rf_200_estimators_40_depth_30_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=30, min_samples_leaf=1)",hot,test,97.885,60.5891,0.7247,False,../models/rf_200_estimators_40_depth_30_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=30, min_samples_leaf=5)",hot,train,82.3548,50.0148,0.8015,False,../models/rf_200_estimators_40_depth_30_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=30, min_samples_leaf=5)",hot,val,99.0985,60.1698,0.7137,False,../models/rf_200_estimators_40_depth_30_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=30, min_samples_leaf=5)",hot,test,99.74,61.4831,0.7141,False,../models/rf_200_estimators_40_depth_30_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=30, min_samples_leaf=10)",hot,train,86.3025,52.4694,0.782,False,../models/rf_200_estimators_40_depth_30_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=30, min_samples_leaf=10)",hot,val,100.5452,61.1357,0.7053,False,../models/rf_200_estimators_40_depth_30_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=30, min_samples_leaf=10)",hot,test,100.8702,62.3599,0.7076,False,../models/rf_200_estimators_40_depth_30_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=30, min_samples_leaf=20)",hot,train,93.1364,57.2113,0.7461,False,../models/rf_200_estimators_40_depth_30_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=30, min_samples_leaf=20)",hot,val,102.8252,63.0122,0.6918,False,../models/rf_200_estimators_40_depth_30_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=200, max_depth=40, min_samples_split=30, min_samples_leaf=20)",hot,test,103.1965,64.1339,0.694,False,../models/rf_200_estimators_40_depth_30_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=2, min_samples_leaf=1)",hot,train,31.8469,18.8584,0.9703,False,../models/rf_300_estimators_None_depth_2_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=2, min_samples_leaf=1)",hot,val,87.7434,51.1897,0.7755,False,../models/rf_300_estimators_None_depth_2_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=2, min_samples_leaf=1)",hot,test,87.4784,52.1848,0.7801,False,../models/rf_300_estimators_None_depth_2_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=2, min_samples_leaf=5)",hot,train,68.3306,39.9381,0.8634,False,../models/rf_300_estimators_None_depth_2_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=2, min_samples_leaf=5)",hot,val,95.633,57.227,0.7334,False,../models/rf_300_estimators_None_depth_2_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=2, min_samples_leaf=5)",hot,test,96.2558,58.5244,0.7338,False,../models/rf_300_estimators_None_depth_2_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=2, min_samples_leaf=10)",hot,train,82.6702,49.8837,0.8,False,../models/rf_300_estimators_None_depth_2_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=2, min_samples_leaf=10)",hot,val,99.4289,60.2657,0.7118,False,../models/rf_300_estimators_None_depth_2_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=2, min_samples_leaf=10)",hot,test,99.9097,61.6364,0.7132,False,../models/rf_300_estimators_None_depth_2_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=2, min_samples_leaf=20)",hot,train,93.1324,57.2087,0.7462,False,../models/rf_300_estimators_None_depth_2_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=2, min_samples_leaf=20)",hot,val,102.9703,63.0816,0.6909,False,../models/rf_300_estimators_None_depth_2_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=2, min_samples_leaf=20)",hot,test,103.1436,64.105,0.6943,False,../models/rf_300_estimators_None_depth_2_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=10, min_samples_leaf=1)",hot,train,53.9576,32.354,0.9148,False,../models/rf_300_estimators_None_depth_10_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=10, min_samples_leaf=1)",hot,val,91.6685,54.6715,0.755,False,../models/rf_300_estimators_None_depth_10_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=10, min_samples_leaf=1)",hot,test,92.2226,56.0309,0.7556,False,../models/rf_300_estimators_None_depth_10_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=10, min_samples_leaf=5)",hot,train,68.3028,39.9192,0.8635,False,../models/rf_300_estimators_None_depth_10_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=10, min_samples_leaf=5)",hot,val,95.7295,57.2249,0.7328,False,../models/rf_300_estimators_None_depth_10_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=10, min_samples_leaf=5)",hot,test,96.2301,58.5157,0.7339,False,../models/rf_300_estimators_None_depth_10_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=10, min_samples_leaf=10)",hot,train,82.6912,49.8613,0.7999,False,../models/rf_300_estimators_None_depth_10_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=10, min_samples_leaf=10)",hot,val,99.5091,60.2317,0.7113,False,../models/rf_300_estimators_None_depth_10_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=10, min_samples_leaf=10)",hot,test,99.8377,61.4996,0.7136,False,../models/rf_300_estimators_None_depth_10_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=10, min_samples_leaf=20)",hot,train,93.1122,57.2089,0.7463,False,../models/rf_300_estimators_None_depth_10_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=10, min_samples_leaf=20)",hot,val,102.9678,63.1223,0.6909,False,../models/rf_300_estimators_None_depth_10_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=10, min_samples_leaf=20)",hot,test,103.2166,64.159,0.6939,False,../models/rf_300_estimators_None_depth_10_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=20, min_samples_leaf=1)",hot,train,68.858,42.2007,0.8612,False,../models/rf_300_estimators_None_depth_20_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=20, min_samples_leaf=1)",hot,val,95.374,57.6359,0.7348,False,../models/rf_300_estimators_None_depth_20_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=20, min_samples_leaf=1)",hot,test,95.6988,58.9525,0.7368,False,../models/rf_300_estimators_None_depth_20_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=20, min_samples_leaf=5)",hot,train,76.9841,46.0921,0.8266,False,../models/rf_300_estimators_None_depth_20_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=20, min_samples_leaf=5)",hot,val,97.5188,58.8561,0.7228,False,../models/rf_300_estimators_None_depth_20_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=20, min_samples_leaf=5)",hot,test,98.0525,60.1392,0.7237,False,../models/rf_300_estimators_None_depth_20_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=20, min_samples_leaf=10)",hot,train,82.6696,49.863,0.8,False,../models/rf_300_estimators_None_depth_20_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=20, min_samples_leaf=10)",hot,val,99.4735,60.2566,0.7115,False,../models/rf_300_estimators_None_depth_20_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=20, min_samples_leaf=10)",hot,test,99.8472,61.5589,0.7135,False,../models/rf_300_estimators_None_depth_20_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=20, min_samples_leaf=20)",hot,train,93.0976,57.1844,0.7463,False,../models/rf_300_estimators_None_depth_20_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=20, min_samples_leaf=20)",hot,val,102.7675,63.0361,0.6921,False,../models/rf_300_estimators_None_depth_20_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=20, min_samples_leaf=20)",hot,test,103.1176,64.0721,0.6945,False,../models/rf_300_estimators_None_depth_20_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=30, min_samples_leaf=1)",hot,train,76.5692,47.3994,0.8284,False,../models/rf_300_estimators_None_depth_30_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=30, min_samples_leaf=1)",hot,val,97.3725,59.3223,0.7236,False,../models/rf_300_estimators_None_depth_30_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=30, min_samples_leaf=1)",hot,test,97.756,60.6264,0.7254,False,../models/rf_300_estimators_None_depth_30_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=30, min_samples_leaf=5)",hot,train,82.3192,50.0127,0.8017,False,../models/rf_300_estimators_None_depth_30_minsplit_5_minleaf_hot.pkl
